Product ID,Product Name,Price,Discount,Rate,Category,Company,Product Page
20010,Samsung جالكسي موبايل A56 12 جيجابايت 256 جيجابايت أسود,22999.0,5,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-a56-mobile-phone-12gb-ram-256gb-5g-awesome-graphite-132115587.html
20011,OPPO هاتف A6 Pro ثنائي الشريحة 4G سعة 256 جيجابايت/8 جيجابايت - أحمر خشب الورد,14666.0,5,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-a6-pro-dual-sim-4g-256gb8gb-rosewood-red-133846644.html
20012,Honor 400 Lite Dual SIM 5G 256GB/8GB - Velvet Black,12299.0,8,4.5,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-400-lite-dual-sim-5g-256gb8gb-velvet-black-133618934.html
20013,OPPO A5 ثنائي الشريحة 4G 256 جيجابايت/8 جيجابايت - أخضر أورورا,9899.0,9,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-a5-dual-sim-4g-256gb8gb-aurora-green-133846651.html
20014,Samsung Galaxy A56 – 8GB RAM – 256GB– Dual SIM – 5G – Android Smartphone – Awesome Graphite,19776.0,9,3.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-a56-8gb-ram-256gb-dual-sim-5g-android-smartphone-awesome-graphite-132105832.html
20015,Honor هاتف ذكي X6c بشريحتي اتصال – شبكة 4G – سعة تخزين 128 جيجابايت –  6 جيجابايت – اللون الأسود الليلي,5555.0,12,4.4,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-x6c-dual-sim-4g-smartphone-128gb-storage-6gb-ram-midnight-black-133130993.html
20016,Honor هاتف ذكي 400 ثنائي الشريحة 5G - 512 جيجابايت/12 جيجابايت - أسود داكن,21799.0,14,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-400-dual-sim-5g-smartphone-512gb12gb-midnight-black-133832200.html
20017,Honor Meteor Silver,8599.0,7,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-x7d-dual-sim-4g-256gb8gb-meteor-silver-133743986.html
20018,OPPO رينو 14f ثنائي الشريحة 5G 256 جيجابايت/12 جيجابايت - أزرق أوبال,18699.0,9,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-reno-14f-dual-sim-5g-256gb12gb-opal-blue-133846655.html
20019,Honor 400 Lite Dual SIM 5G 256GB/8GB - Marrs Green,12299.0,8,4.2,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-400-lite-dual-sim-5g-256gb8gb-marrs-green-133618936.html
20020,Samsung Galaxy A36 Dual SIM 5G 128GB/8GB Mobile Phone - Awesome Black,14599.0,14,4.5,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/galaxy-a36-dual-sim-5g-128gb8gb-mobile-phone-awesome-black-samsung-mpg3861618.html
20021,Honor هاتف X5c Plus ثنائي الشريحة 4G سعة 128 جيجابايت/4 جيجابايت - أسود ليلي,4399.0,15,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-x5c-plus-dual-sim-4g-128gb4gb-midnight-black-133885513.html
20022,Infinix Note 50S 5G 256/ 8GB Mobile Phone Titaanium Gray with Charger,11666.0,9,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/infinix-note-50s-5g-256-8gb-mobile-phone-titaanium-gray-with-charger-133852172.html
20023,OPPO A5i ثنائي الشريحة 4G 64GB/4GB - أحمر سديم,5299.0,9,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-a5i-dual-sim-4g-64gb4gb-nebula-red-133846642.html
20024,Nothing CMF Phone 1 - Dual SIM 5G 128GB/8GB Mobile Phone - Light Green,10999.0,24,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/nothing-cmf-phone-1-dual-sim-5g-128gb8gb-mobile-phone-light-green-133292010.html
20025,Apple آيفون 17 برو ماكس 256 جيجابايت برتقالي 5G (eSim فقط) مع فيس تايم - نسخة الشرق الأوسط,90999.0,2,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/apple-iphone-17-pro-max-256-gb-orange-5g-esim-only-with-facetime-middle-east-version-133752208.html
20026,"Honor 200 - 6.7"" 512GB/12GB Dual SIM 5G Mobile Phone - Emerald Green",18888.0,30,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/200-6.7-512gb12gb-dual-sim-5g-mobile-phone-emerald-green-honor-mpg3818104.html
20027,Itel A50c Dual SIM 4G 64GB/2GB  - Sapphire  Black,2799.0,26,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/itel-a50c-dual-sim-4g-64gb2gb-sapphire-black-133852141.html
20028,XIAOMI ريدمي نوت 14 برو+ - هاتف محمول 6.6 بوصة 256 جيجا بايت/12 جيجا بايت ثنائي الشريحة 5G - أسود,23976.0,15,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/xiaomi-mi-redmi-note-14-pro-6.6-inch-256gb12gb-dual-sim-5g-mobile-phone-midnight-black-130936429.html
20029,Honor هاتف ذكي X6c بشريحتي اتصال – شبكة 4G – سعة تخزين 128 جيجابايت –  6 جيجابايت – اللون الأبيض القمري,5555.0,12,4.7,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-x6c-dual-sim-4g-smartphone-128gb-storage-6gb-ram-moonlight-white-133130995.html
20030,Samsung هاتف سامسونج جالاكسي A56 ثنائي الشريحة 5G بسعة 128GB/8GB - لون جرافيت الرائع,19021.0,7,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-a56-dual-sim-5g-128gb8gb-6.7-inches-mobile-phone-awesome-graphite-133606401.html
20031,realme C75 - هاتف محمول 6.7 بوصة 128 جيجابايت/8 جيجابايت ثنائي الشريحة 4G - أسود,8499.0,9,2.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/realme-c75-6.7-inch-128gb8gb-dual-sim-4g-mobile-phone-storm-black-130922330.html
20032,Infinix GT 30 Pro 512/ 12GB Mobile Phone Dark Flare,17777.0,8,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/infinix-gt-30-pro-512-12gb-mobile-phone-dark-flare-133852171.html
20033,OPPO رينو 14f ثنائي الشريحة 5G 256 جيجابايت/12 جيجابايت - أخضر مضيء,18699.0,9,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-reno-14f-dual-sim-5g-256gb12gb-luminous-green-133846654.html
20034,Samsung Galaxy A26 Dual SIM 5G 128GB/6GB Mobile Phone - Peach Pink,11199.0,8,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-a26-dual-sim-5g-128gb6gb-mobile-phone-peach-pink-133718368.html
20035,Infinix Note 50S 5G 256/ 8GB Mobile Phone Burgundy Red with Charger,11666.0,9,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/infinix-note-50s-5g-256-8gb-mobile-phone-burgundy-red-with-charger-133852173.html
20036,Samsung Galaxy Tab S10 Lite 5G Single SIM 8GB  256GB Gray,18599.0,18,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-tab-s10-lite-5g-single-sim-8gb-256gb-gray-133830170.html
20037,Honor X5c ثنائي الشريحة 4G 64 جيجابايت/4 جيجابايت - أسود داكن,3999.0,14,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-x5c-dual-sim-4g-64gb4gb-midnight-black-133885515.html
20038,Honor هاتف ذكي 400 Pro ثنائي الشريحة 5G - 512 جيجابايت/12 جيجابايت - رمادي قمري,31999.0,10,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-400-pro-dual-sim-5g-smartphone-512gb12gb-lunar-grey-133721550.html
20039,OPPO رينو 14F بشريحتين اتصال، 256 جيجابايت، 12 جيجا رام، شبكة الجيل الخامس - اخضر,19700.0,30,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-reno-14-f-dual-sim-256gb-12gb-ram-5g-luminous-green-133581158.html
20040,Havit باور بانك هافيت PB5214 بسعة 10000 مللي أمبير PD 35 وات - وردي,799.0,33,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/havit-pb5214-mini-power-bank-10000mah-pd35wat-pink-122956919.html
20041,فيش كهرباء ذكية متعدد الاستخدامات الكل في واحد، محول لمقبس الطاقة، للسفر الدولي للولايات المتحدة، والمملكة المتحدة، واستراليا، والاتحاد الأوروبي، مضاد للصدمات الكهربائية,111.55,7,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-all-in-one-smart-multi-purpose-power-plug-adapter-power-socket-adapter-for-international-travel-to-us-uk-au-eu-shockproof-133812663.html
20042,XIAOMI Mi سماعات الأذن الأساسية - فضي غير لامع,366.0,27,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/xiaomi-mi-in-ear-headphones-basic-matte-silver-133614332.html
20043,Havit UC25W PD Type-C Wall Charger Fast Charger 25W - Black With High Speed Charger For Samsung 25watt. Compatible with Samsung smartphones iPhones tablets and other USB-C PD-enabled devices.,199.0,34,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/havit-uc25w-pd-type-c-wall-charger-fast-charger-25w-black-with-high-speed-charger-for-samsung-25watt.-compatible-with-samsung-smartphones-iphones-tablets-and-other-usb-c-pd-enabled-devices.-52047216.html
20044,JSAUX كابل HDMI JSAUX 8K بطول 3 متر - كابل HDMI عالي السرعة,155.0,40,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/jsaux-8k-hdmi-cable-3m-high-speed-hdmi-2.1-cord-with-earc-hdr10-and-48gbps-support-51102736.html
20045,Dadu شاحن السيارة السريع دادو DC-148 بقدرة 85 وات,399.0,43,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/dadu-dadu-dc-148-85w-fast-car-charger-130779065.html
20046,JSAUX (CC0020) USB C to USB C Cable 100W/5A [1pcs 1M] QC 4.0/USB PD Type-C Fast Charging Cord Compatible with MacBook Pro/Air M2 iPad Pro 12.9/iPad Air/Mini 6 Samsung Galaxy S23 S22 S21 Black,143.1,38,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/jsaux-cc0020-usb-c-to-usb-c-cable-100w5a-1pcs-1m-qc-4.0usb-pd-type-c-fast-charging-cord-compatible-with-macbook-proair-m2-ipad-pro-12.9ipad-airmini-6-samsung-galaxy-s23-s22-s21-black-108644747.html
20047,حامل موبايل السيارة,142.01,53,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/car-mobile-phone-holder-generic-mpg850737.html
20048,نضارة الواقع الافتراضي ثلاثية الابعاد,848.0,0,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-3d-vr-glasses-fits-phones-between-4.7-and-6.0-inch-adjustable-lens-distance-for-clear-view-remote-control-for-easy-control-made-of-high-quality-materials-model-mj3-08-130116235.html
20049,ساعة ذكية سمارت ووتش الترا، شاشة عرض كاملة 22 اموليد شحن لاسلكي متوافقة مع جوالات ايفون واندرويد، سوار سيليكون (برتقالي),629.1,58,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-smart-watch-ultra-large-infinite-2.2-amoled-display-wireless-charging-supports-multiple-sports-modes-compatible-with-iphone-and-android-phones-silicone-band-orange-53263953.html
20050,universal stylus pen for ios/android/windos,297.0,10,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-universal-stylus-pen-for-iosandroidwindos-128686680.html
20051,Motorola سماعات بلوتوث لاسلكية قوية مع ميكروفون وسماعات أذن - عزل الضوضاء، عمر بطارية 24 ساعة، وصوت ديناميكي قوي - MOTO XT220,1022.0,0,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/motorola-powerful-wireless-bluetooth-headphones-with-microphone-and-earbuds-noise-isolation-24-hour-battery-life-and-powerful-dynamic-sound-moto-xt220-133649456.html
20052,Vivo V60 5G 256GB/12GB Mobile Phone - Gray,23999.0,16,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/vivo-v60-5g-256gb12gb-mobile-phone-gray-133849624.html
20053,Samsung Galaxy Tab S10 FE 5G Single SIM 12GB 256GB - Gray,26950.0,18,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/galaxy-tab-s10-fe-5g-single-sim-12gb-256gb-gray-samsung-mpg3861192.html
20054,Samsung Galaxy Tab S10 Lite 5G Single SIM 6GB  128GB Gray,15899.0,18,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-tab-s10-lite-5g-single-sim-6gb-128gb-gray-133830167.html
20055,OPPO رينو 14f شريحتين اتصال 5G 256 جيجابايت/12 جيجابايت - أوبال أزرق,19060.0,14,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-reno-14f-dual-sim-5g-256gb12gb-opal-blue-133734876.html
20056,Samsung جالاكسي S25 Ultra، شريحة واحدة، 256 جيجابايت، 12 جيجابايت رام، 5G - تيتانيوم فضي أزرق,65729.0,20,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-s25-ultra-single-sim-256gb-12gb-ram-5g-titanium-silver-blue-133654346.html
20057,Apple ابل ايفون 16 بلس - 256 جيجا بايت - أسود (ضمان محلي),68799.0,5,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/apple-iphone-16-plus-256gb-black-official-warranty-130264133.html
20058,Oraimo سماعات FreePods Neo ENC اللاسلكية - أسود,499.0,29,4.2,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-freepods-neo-enc-wireless-earbuds-black-132085261.html
20059,Oraimo سماعات رأس مفتوحة - زرقاء,1099.0,52,4.4,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-open-circlet-bluetooth-headphones-opn-40d-nebula-blue-107446369.html
20060,Oraimo كابل أورايمو OCD-173CC - كابل بيانات PulsLine 5A بطول 3م (Type C إلى Type-C) - رمادي,199.0,33,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-ocd-173cc-pulsline-date-cable-5a-3m-type-c-to-type-c-grey-131936014.html
20061,كابل شحن أصلي 4*1 USB A/USB C إلى Type-C وLightning بقوة شحن سريعة 65 واط,69.9,53,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-41-charging-cable-usb-ausb-c-to-type-c-lightning-65w-fast-turbo-charging-cable-130124149.html
20062,Vidvie كابل فيدفي Type-C الأصلي السريع 3.1A مع تقنية Auto-ID بطول 100 سم - VI-C510,69.9,65,4.2,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/vidvie-type-c-fast-original-cable-3.1a-with-auto-id-100cm-vi-c510-106663379.html
20063,كابل شحن سريع ثلاثي 3 في 1 (Type-C، Lightning، وMicro USB),79.9,68,3.7,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-ast-charging-cable-3-in-1-type-c-lightning-and-micro-usb-104964030.html
20064,Samsung Galaxy A07 Dual SIM 4G 64GB/4GB Mobile Phone - Black,4899.0,5,4.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/galaxy-a07-dual-sim-4g-64gb4gb-mobile-phone-black-samsung-mpg3869995.html
20065,محول تايب سي الي  USB جسم معدني  لتشغيل فلاشة علي الموبايل,49.0,51,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/otg-type-c-to-usb-converter-adapter-silver-generic-mpg786572.html
20066,Oraimo سماعات FreePods 3C ENC اللاسلكية الحقيقية - أسود -موديل oeb-e104dc,889.0,26,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-freepods-3c-enc-true-wireless-earbuds-black-modeloeb-e104dc-132085260.html
20067,Samsung هاتف سامسونج جالاكسي A26 ثنائي الشريحة 5G بسعة 256 جيجابايت/8 جيجابايت - أسود,13299.0,7,3.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/samsung-galaxy-a26-dual-sim-5g-256gb8gb-mobile-phone-black-131618224.html
20068,Oraimo كابل بيانات أورايمو OCD-C32 - نوع C بطول 1 متر - أسود,75.0,37,4.6,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-ocd-c32-type-c-data-cable-1m-black-107446345.html
20069,Oraimo شاحن حائط أورايمو OCW-E106S-CL55 - باور كيوب 20 بقوة 20 واط - أبيض,222.0,26,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-ocw-e106s-cl55-power-cube-20-20w-wall-charger-kit-white-107446304.html
20070,Anker أنكر سماعات أذن بلوتوث لاسلكية مع ميكروفون - أسود,2299.0,18,4.4,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/anker-anker-soundcore-p40i-noise-cancelling-bluetooth-earphones-wireless-with-mic-black-101137992.html
20071,Honor هاتف ذكي X6c بشريحتي اتصال – شبكة 4G – سعة تخزين 256 جيجابايت –  6 جيجابايت – اللون الأسود الليلي,6099.0,10,4.7,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/honor-x6c-dual-sim-4g-smartphone-256gb-storage-6gb-ram-midnight-black-133130996.html
20072,ساعة T1000 الذكية,271.0,77,3.4,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-t1000-smart-watch-wireless-bluetooth-fitness-tracker-130834395.html
20073,ساعة GT3 Pro الذكية 46 مم 22 مم حزام بديل من السيليكون والجلد - مشبك فضي جمل,175.0,42,3.9,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-watch-gt3-pro-smart-watch-46mm-22mm-silicone-leather-replacement-strap-watchband-camel-silver-buckle-34082009.html
20074,Earldom Earldom ET-BH75 Wireless Earphones - Premium Sound Long Battery Life  And BT 5.0,239.0,63,4.5,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/et-bh75-wireless-earphones-premium-sound-long-battery-life-and-bt-5.0-earldom-mpg3843435.html
20075,JOY ROOM باور بانك JOY ROOM الأصلي JR-QP191 بسعة 10000 مللي أمبير مع شاشة رقمية - شحن سريع 22.5 واط,649.0,24,4.3,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/joy-room-orignal-jr-qp191-compact-10000mah-digital-display-power-bank-fast-charging-22.5w-119362369.html
20076,JOY ROOM باور بانك JOYROOM بسعة 10000 مللي أمبير مع مؤشر LED - تصميم مدمج وتوافق متعدد المنافذ,429.9,55,3.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/joy-room-10000mah-2.4a-led-power-bank-jr-pbf12-compact-design-and-multi-port-compatibility-111207291.html
20077,حامل الهاتف الذكي الصغير المتوافق مع جميع الهواتف الذكية - أبيض,40.5,73,4.2,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-mini-stand-holder-compatible-with-all-smart-phones-white-60801294.html
20078,ساعة T800,257.0,71,3.4,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-t800-smart-watch-wireless-bluetooth-fitness-tracker-130834394.html
20079,Earldom حامل تثبيت مغناطيسي - أسود.,119.0,34,4.7,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/earldom-magnetic-mount-holder-black.-26284927.html
20080,Matrix باور بانك ماتريكس S10 بسعة 10000 مللي أمبير مع شحن سريع 22.5 واط - أسود,349.0,56,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/matrix-s10-10000mah-power-bank-fast-charging-22.5w-slim-black-130262102.html
20081,XIAOMI هاتف شاومي ريدمي نوت 14 - ثنائي الشريحة 4G بسعة 256 جيجابايت وذاكرة 8 جيجابايت - أسود منتصف الليل,9898.0,22,4.9,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/xiaomi-redmi-note-14-dual-sim-4g-256gb8gb-mobile-phone-midnight-black-130836296.html
20082,Oraimo سبيس بودز نيو سماعات أذن بريميوم لأسلوب حياة ديناميكي وصوت غامر - سبيد بلاك - OTW-323,626.0,69,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oraimo-spacebuds-neo-premium-earbuds-immersive-audio-for-dynamic-lifestyles-speed-black-otw-323-133851677.html
20083,Anker أنكر سماعات أذن بلوتوث لاسلكية مع ميكروفون - أزرق,2505.0,24,4.7,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/anker-anker-soundcore-p40i-noise-cancelling-bluetooth-earphones-blue-101137996.html
20084,universal stylus pen for ios/android/windos,297.0,10,3.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-universal-stylus-pen-for-iosandroidwindos-128686680.html
20085,XIAOMI شاومى ريدمى نوت 14 - رامات 8 جيجا - 256 جيجا بايت - أسود,9799.0,5,4.6,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/xiaomi-redmi-note-14-8gb-ram-256gb-midnight-black-130150479.html
20086,OPPO A5i ثنائي الشريحة 4G 128GB/4GB - أحمر سديم,6299.0,10,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/oppo-a5i-dual-sim-4g-128gb4gb-nebula-red-133846652.html
20087,سماعات AirPods Pro 2 بتصميم أنيق وجودة صوت ممتازة - TYPE-C,345.0,65,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-ds-pro-2-headphones-with-stylish-design-and-excellent-sound-quality-type-c-132121573.html
20088,سماعات M10 TWS بلوتوث,160.0,60,3.5,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-m10-tws-bluetooth-earbuds-125637978.html
20089,شاحن سريع مزدوج 120 واط بتقنية GaN وكابل شحن متعدد المآخذ من EL-TERND - أصفر,359.58,0,4.2,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-120w-dual-port-fast-charger-with-gan-technology-multi-socket-charging-cable-by-el-ternd-yellow-133066950.html
20090,جراب مغناطيسي لهاتف سامسونج جالاكسي A56 وA36 من توب ستور,155.0,48,3.9,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-top-store-magnetic-case-for-samsung-galaxy-a56-and-a36-transparent-shockproof-military-cover-hard-pc-liquid-silicone-transparent-131800541.html
20091,Havit UC25W PD Type-C Wall Charger Fast Charger 25W - Black With High Speed Charger For Samsung 25watt. Compatible with Samsung smartphones iPhones tablets and other USB-C PD-enabled devices.,199.0,34,4.6,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/havit-uc25w-pd-type-c-wall-charger-fast-charger-25w-black-with-high-speed-charger-for-samsung-25watt.-compatible-with-samsung-smartphones-iphones-tablets-and-other-usb-c-pd-enabled-devices.-52047216.html
20092,ساعة X8 بلس الترا الذكية الأصلية مع 2 حزام إضافي - 49 مم - ذهبي,688.0,72,4.1,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-x8-plus-ultra-smart-watch-with-2-extra-straps-wireless-49mm-gold-48489952.html
20093,سماعة رأس لاسلكية M28 مع علبة شحن - أسود,178.0,78,3.6,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-headset-m28-with-charging-case-power-black-125638607.html
20094,ساعة ذكية T1000 – شاشة ملونة بجودة HD، مكالمات بلوتوث، تتبع الصحة واللياقة البدنية، متوافقة مع Android وiOS,380.0,5,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-t1000-smart-watch-hd-color-display-bluetooth-calls-health-fitness-tracking-compatible-with-android-ios.-133716263.html
20095,m90 سماعات أيربودز لاسلكية بلوتوث مع بنك طاقة,199.0,50,3.8,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-m90-wireless-bluetooth-airpods-with-power-bank-113735611.html
20096,XIAOMI Redmi 15C Dual SIM 256GB 8GB RAM 4G LTE - Mint Green,7139.0,20,0.0,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/xiaomi-redmi-15c-dual-sim-256gb-8gb-ram-4g-lte-mint-green-133748491.html
20097,ساعة هواوي GT2 برو 46 ملم - سوار سيليكون بتصميم مجدول ومركب النايلون الأزرق,131.25,71,3.3,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-watch-gt2-pro-46mm-silicone-watch-band-with-braided-style-and-nylon-composite-blue-108593404.html
20098,سماعة بلوتوث إيربودز برو لاسلكية – تصميم أنيق وجودة صوت عالية – علبة شحن مدمجة,355.0,21,4.5,mobiles-and-accessories,Jumia,https://www.jumia.com.eg/ar/generic-airpods-pro-style-bluetooth-earbuds-premium-sound-with-charging-case-133178078.html
